pr,ease,t_ms,seamI_deg,seamO_deg,inner_rMin,inner_rMax,outer_rMin,outer_rMax,03 - Resources_arcFrac,03 - Resources_alphaFrac,00 - Inbox_arc,00 - Inbox_noteArc,01 - Projects_arc,01 - Projects_noteArc,02 - Areas_arc,02 - Areas_noteArc,04 - Daily Notes_arc,04 - Daily Notes_noteArc,05 - Meeting Notes_arc,05 - Meeting Notes_noteArc,06 - Zettelkasten_arc,06 - Zettelkasten_noteArc,07 - Weekly Reviews_arc,07 - Weekly Reviews_noteArc,08 - Archive_arc,08 - Archive_noteArc,09 - Maps of Content_arc,09 - Maps of Content_noteArc,10 - Literature Notes_arc,10 - Literature Notes_noteArc,11 - Clippings_arc,11 - Clippings_noteArc,12 - Journal_arc,12 - Journal_noteArc,13 - Someday Maybe_arc,13 - Someday Maybe_noteArc,14 - Reading List_arc,14 - Reading List_noteArc,15 - Courses_arc,15 - Courses_noteArc,(vault root)_arc,(vault root)_noteArc
0.7930,0.8892,5082.8,11.2,6.17,1105.9,1767.5,2656.7,3936.7,0.932,0.913,3.4,3,65.9,62.7,47.7,44.7,54.2,51.8,131.6,128.8,65.9,63.3,32.7,29.8,78.2,74.5,49.4,50.3,11.4,10.7,24.8,25.8,12.5,13,3.4,3.1,3.4,2.2,53.5,47.9,3.4,2.6
0.7950,0.8912,5099.6,11.18,6.17,1105.9,1767.2,2656.7,3936.7,0.934,0.916,3.4,3,65.9,62.7,47.7,44.7,54.2,51.8,131.6,128.8,65.9,63.3,32.7,29.8,78.1,74.5,49.4,50.3,11.4,10.7,24.8,25.8,12.5,13,3.4,3.1,3.4,2.2,53.5,47.8,3.4,2.6
0.7980,0.8941,5116.3,11.18,6.17,1105.9,1766.9,2656.7,3936.7,0.936,0.918,3.4,3,65.9,62.7,47.7,44.7,54.2,51.7,131.6,128.8,65.9,63.3,32.7,29.8,78.1,74.5,49.4,50.4,11.4,10.7,24.8,25.8,12.5,13,3.4,3.1,3.4,2.2,53.5,47.8,3.4,2.6
0.8010,0.8970,5132.7,11.15,6.17,1105.9,1766.7,2656.7,3936.7,0.938,0.921,3.4,3,65.9,62.7,47.7,44.7,54.1,51.7,131.6,128.8,65.9,63.3,32.7,29.8,78.1,74.4,49.4,50.4,11.4,10.7,24.8,25.8,12.5,13,3.4,3.1,3.4,2.2,53.5,47.8,3.4,2.6
0.8030,0.8989,5149.4,11.15,6.17,1105.9,1766.4,2656.7,3936.7,0.94,0.923,3.4,3,65.9,62.7,47.7,44.7,54.1,51.7,131.6,128.8,65.9,63.3,32.7,29.8,78,74.4,49.4,50.3,11.4,10.7,24.7,25.8,12.4,13,3.4,3.1,3.4,2.2,53.4,47.8,3.4,2.6
0.8060,0.9017,5166.2,11.13,6.17,1105.9,1766.1,2656.7,3936.7,0.942,0.926,3.4,3,65.9,62.7,47.7,44.7,54.1,51.7,131.6,128.8,65.9,63.3,32.7,29.8,78,74.4,49.3,50.3,11.4,10.7,24.7,25.8,12.4,12.9,3.4,3.1,3.4,2.2,53.4,47.8,3.4,2.6
0.8080,0.9036,5182.9,11.13,6.17,1105.9,1765.8,2656.7,3936.7,0.944,0.928,3.4,3,65.9,62.7,47.7,44.7,54.1,51.6,131.6,128.8,65.9,63.3,32.7,29.8,78,74.3,49.3,50.3,11.4,10.7,24.7,25.7,12.4,12.9,3.4,3.1,3.4,2.2,53.4,47.7,3.4,2.7
0.8110,0.9063,5199.6,11.11,6.17,1105.9,1765.5,2656.7,3936.7,0.946,0.931,3.4,3,65.9,62.7,47.7,44.7,54.1,51.6,131.6,128.8,65.9,63.3,32.7,29.8,77.9,74.3,49.3,50.2,11.4,10.7,24.7,25.7,12.4,12.9,3.4,3.1,3.4,2.2,53.4,47.7,3.4,2.7
0.8140,0.9091,5216.1,11.11,6.17,1105.9,1765.3,2656.7,3936.7,0.948,0.933,3.4,3,65.9,62.7,47.7,44.7,54,51.6,131.6,128.8,65.9,63.3,32.7,29.8,77.9,74.2,49.3,50.2,11.4,10.7,24.7,25.7,12.4,12.9,3.4,3.1,3.4,2.2,53.3,47.7,3.4,2.7
0.8160,0.9109,5232.9,11.09,6.17,1105.9,1765,2656.7,3936.7,0.95,0.935,3.4,3,65.9,62.7,47.7,44.7,54,51.6,131.6,128.8,65.9,63.3,32.7,29.8,77.9,74.2,49.3,50.2,11.4,10.7,24.7,25.7,12.4,12.9,3.4,3.1,3.4,2.2,53.3,47.7,3.4,2.7
0.8190,0.9136,5249.5,11.09,6.17,1105.9,1764.7,2656.7,3936.7,0.952,0.938,3.4,3,65.9,62.7,47.7,44.7,54,51.5,131.6,128.8,65.9,63.3,32.7,29.8,77.8,74.2,49.2,50.2,11.4,10.7,24.7,25.7,12.4,12.9,3.4,3.1,3.4,2.2,53.3,47.7,3.4,2.7
0.8210,0.9153,5266.3,11.07,6.17,1105.9,1764.4,2656.7,3936.7,0.953,0.94,3.4,3,65.9,62.7,47.7,44.7,54,51.5,131.6,128.8,65.9,63.3,32.7,29.8,77.8,74.2,49.2,50.1,11.4,10.7,24.7,25.7,12.4,12.9,3.4,3.1,3.4,2.2,53.3,47.6,3.4,2.7
0.8240,0.9180,5283.2,11.07,6.17,1105.9,1764.2,2656.7,3936.7,0.955,0.942,3.4,3,65.9,62.7,47.7,44.7,53.9,51.5,131.6,128.8,65.9,63.3,32.7,29.8,77.8,74.1,49.2,50.1,11.4,10.7,24.7,25.7,12.4,12.9,3.4,3.1,3.4,2.2,53.3,47.6,3.4,2.7
0.8270,0.9206,5299.7,11.04,6.17,1105.9,1763.9,2656.7,3936.7,0.957,0.944,3.4,3,65.9,62.7,47.7,44.7,53.9,51.4,131.6,128.8,65.9,63.3,32.7,29.8,77.8,74.1,49.2,50.1,11.4,10.7,24.7,25.7,12.4,12.9,3.4,3.1,3.4,2.2,53.2,47.6,3.4,2.7
0.8290,0.9223,5316.8,11.04,6.17,1105.9,1763.7,2656.7,3936.7,0.958,0.946,3.4,3,65.9,62.7,47.7,44.7,53.9,51.4,131.6,128.8,65.9,63.3,32.7,29.8,77.7,74.1,49.2,50.1,11.4,10.7,24.7,25.7,12.4,12.9,3.4,3.1,3.4,2.2,53.2,47.6,3.4,2.7
0.8320,0.9248,5333,11.02,6.17,1105.9,1763.4,2656.7,3936.7,0.96,0.949,3.4,3,65.9,62.7,47.7,44.7,53.9,51.4,131.6,128.8,65.9,63.3,32.7,29.8,77.7,74,49.1,50.1,11.4,10.7,24.6,25.7,12.4,12.9,3.4,3.1,3.4,2.2,53.2,47.6,3.4,2.7
0.8340,0.9265,5349.5,11.02,6.17,1105.9,1763.2,2656.7,3936.7,0.962,0.951,3.4,3,65.9,62.7,47.7,44.7,53.9,51.4,131.6,128.8,65.9,63.3,32.7,29.8,77.7,74,49.1,50.1,11.4,10.7,24.6,25.7,12.4,12.9,3.4,3.1,3.4,2.2,53.2,47.6,3.4,2.7
0.8370,0.9290,5366.3,11,6.17,1105.9,1762.9,2656.7,3936.7,0.963,0.953,3.4,3,65.9,62.7,47.7,44.7,53.9,51.4,131.6,128.8,65.9,63.3,32.7,29.8,77.6,74,49.1,50,11.4,10.7,24.6,25.6,12.4,12.9,3.4,3.1,3.4,2.2,53.2,47.5,3.4,2.7
0.8400,0.9314,5383.2,11,6.17,1105.9,1762.7,2656.7,3936.7,0.965,0.954,3.4,3,65.9,62.7,47.7,44.7,53.8,51.3,131.6,128.8,65.9,63.3,32.7,29.8,77.6,73.9,49.1,50,11.4,10.7,24.6,25.6,12.4,12.9,3.4,3.1,3.4,2.2,53.1,47.5,3.4,2.7
0.8420,0.9330,5399.6,10.98,6.17,1105.9,1762.4,2656.7,3936.7,0.966,0.956,3.4,3,65.9,62.7,47.7,44.7,53.8,51.3,131.6,128.8,65.9,63.3,32.7,29.8,77.6,73.9,49.1,50,11.4,10.7,24.6,25.6,12.4,12.9,3.4,3.1,3.4,2.2,53.1,47.5,3.4,2.7
0.8450,0.9354,5416.9,10.98,6.17,1105.9,1762.2,2656.7,3936.7,0.968,0.958,3.4,3,65.9,62.7,47.7,44.7,53.8,51.3,131.6,128.8,65.9,63.3,32.7,29.8,77.6,73.9,49.1,50,11.4,10.7,24.6,25.6,12.4,12.9,3.4,3.1,3.4,2.2,53.1,47.5,3.4,2.7
0.8480,0.9377,5433,10.98,6.17,1105.9,1762,2656.7,3936.7,0.969,0.96,3.4,3,65.9,62.7,47.7,44.7,53.8,51.3,131.6,128.8,65.9,63.3,32.7,29.8,77.5,73.9,49,50,11.4,10.7,24.6,25.6,12.4,12.9,3.4,3.1,3.4,2.2,53.1,47.5,3.4,2.7
0.8500,0.9392,5449.9,10.96,6.17,1105.9,1761.7,2656.7,3936.7,0.97,0.962,3.4,3,65.9,62.7,47.7,44.7,53.8,51.3,131.6,128.8,65.9,63.3,32.7,29.8,77.5,73.8,49,50,11.4,10.7,24.6,25.6,12.4,12.9,3.4,3.1,3.4,2.2,53.1,47.5,3.4,2.7
0.8530,0.9415,5466.3,10.96,6.17,1105.9,1761.5,2656.7,3936.7,0.972,0.963,3.4,3,65.9,62.7,47.7,44.7,53.8,51.2,131.6,128.8,65.9,63.3,32.7,29.8,77.5,73.8,49,49.9,11.4,10.7,24.6,25.6,12.4,12.9,3.4,3.1,3.4,2.2,53.1,47.5,3.4,2.7
0.8550,0.9430,5483.3,10.93,6.17,1105.9,1761.3,2656.7,3936.7,0.973,0.965,3.4,3,65.9,62.7,47.7,44.7,53.7,51.2,131.6,128.8,65.9,63.3,32.7,29.8,77.5,73.8,49,49.9,11.4,10.7,24.6,25.6,12.4,12.9,3.4,3.1,3.4,2.2,53.1,47.4,3.4,2.7
0.8580,0.9452,5499.8,10.93,6.17,1105.9,1761.1,2656.7,3936.7,0.974,0.967,3.3,3,65.9,62.7,47.7,44.7,53.7,51.2,131.6,128.8,65.9,63.3,32.7,29.8,77.5,73.8,49,49.9,11.4,10.7,24.6,25.6,12.4,12.8,3.3,3.1,3.3,2.3,53,47.4,3.3,2.7
0.8610,0.9474,5516.6,10.93,6.17,1105.9,1760.8,2656.7,3936.7,0.975,0.968,3.3,3,65.9,62.7,47.7,44.7,53.7,51.2,131.6,128.8,65.9,63.3,32.7,29.8,77.4,73.8,49,49.9,11.4,10.7,24.6,25.6,12.4,12.8,3.3,3.1,3.3,2.3,53,47.4,3.3,2.7
0.8630,0.9488,5533.6,10.91,6.17,1105.9,1760.6,2656.7,3936.7,0.977,0.97,3.3,3,65.9,62.7,47.7,44.7,53.7,51.2,131.6,128.8,65.9,63.3,32.7,29.8,77.4,73.7,49,49.9,11.4,10.7,24.6,25.6,12.3,12.8,3.3,3.1,3.3,2.3,53,47.4,3.3,2.7
0.8660,0.9509,5549.8,10.91,6.17,1105.9,1760.4,2656.7,3936.7,0.978,0.971,3.3,3,65.9,62.7,47.7,44.7,53.7,51.1,131.6,128.8,65.9,63.3,32.7,29.8,77.4,73.7,49,49.9,11.4,10.7,24.5,25.6,12.3,12.8,3.3,3.1,3.3,2.3,53,47.4,3.3,2.7
0.8680,0.9523,5566.5,10.89,6.17,1105.9,1760.2,2656.7,3936.7,0.979,0.973,3.3,3,65.9,62.7,47.7,44.7,53.7,51.1,131.6,128.8,65.9,63.3,32.7,29.8,77.4,73.7,48.9,49.9,11.4,10.7,24.5,25.6,12.3,12.8,3.3,3.1,3.3,2.3,53,47.4,3.3,2.7
0.8710,0.9544,5583.2,10.89,6.17,1105.9,1760,2656.7,3936.7,0.98,0.974,3.3,3,65.9,62.7,47.7,44.7,53.7,51.1,131.6,128.8,65.9,63.3,32.7,29.8,77.4,73.7,48.9,49.9,11.4,10.7,24.5,25.6,12.3,12.8,3.3,3.1,3.3,2.3,53,47.4,3.3,2.7
0.8740,0.9564,5599.7,10.89,6.17,1105.9,1759.8,2656.7,3936.7,0.981,0.976,3.3,3,65.9,62.7,47.7,44.7,53.6,51.1,131.6,128.8,65.9,63.3,32.7,29.8,77.3,73.7,48.9,49.8,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,53,47.4,3.3,2.7
0.8760,0.9577,5616.8,10.87,6.17,1105.9,1759.6,2656.7,3936.7,0.982,0.977,3.3,3,65.9,62.7,47.7,44.7,53.6,51.1,131.6,128.8,65.9,63.3,32.7,29.8,77.3,73.6,48.9,49.9,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.9,47.3,3.3,2.7
0.8790,0.9596,5633.6,10.87,6.17,1105.9,1759.4,2656.7,3936.7,0.983,0.978,3.3,3,65.9,62.7,47.7,44.7,53.6,51.1,131.6,128.8,65.9,63.3,32.7,29.8,77.3,73.6,48.9,49.9,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.9,47.3,3.3,2.7
0.8810,0.9609,5649.9,10.87,6.17,1105.9,1759.2,2656.7,3936.7,0.984,0.979,3.3,3,65.9,62.7,47.7,44.7,53.6,51.1,131.6,128.8,65.9,63.3,32.7,29.8,77.3,73.6,48.9,49.9,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.9,47.3,3.3,2.7
0.8840,0.9628,5666.5,10.85,6.17,1105.9,1759,2656.7,3936.7,0.985,0.98,3.3,3,65.9,62.7,47.7,44.7,53.6,51,131.6,128.8,65.9,63.3,32.7,29.8,77.3,73.6,48.9,49.8,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.9,47.3,3.3,2.7
0.8870,0.9646,5683.5,10.85,6.17,1105.9,1758.8,2656.7,3936.7,0.986,0.982,3.3,3,65.9,62.7,47.7,44.7,53.6,51,131.6,128.8,65.9,63.3,32.7,29.8,77.3,73.6,48.9,49.8,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.9,47.3,3.3,2.7
0.8890,0.9658,5700,10.85,6.17,1105.9,1758.7,2656.7,3936.7,0.987,0.983,3.3,3,65.9,62.7,47.7,44.7,53.6,51,131.6,128.8,65.9,63.3,32.7,29.8,77.3,73.6,48.9,49.8,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.9,47.3,3.3,2.7
0.8920,0.9675,5716.8,10.82,6.17,1105.9,1758.5,2656.7,3936.7,0.987,0.984,3.3,3,65.9,62.7,47.7,44.7,53.6,50.6,131.6,128.8,65.9,63.3,32.7,29.8,77.2,73.5,48.9,49.8,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.9,47.3,3.3,2.7
0.8940,0.9687,5733.5,10.82,6.17,1105.9,1758.3,2656.7,3936.7,0.988,0.985,3.3,3,65.9,62.7,47.7,44.7,53.6,50.6,131.6,128.8,65.9,63.3,32.7,29.8,77.2,73.5,48.8,49.8,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.9,47.3,3.3,2.7
0.8970,0.9704,5750.4,10.82,6.17,1105.9,1758.1,2656.7,3936.7,0.989,0.986,3.3,3,65.9,62.7,47.7,44.7,53.6,50.9,131.6,128.8,65.9,63.3,32.7,29.8,77.2,73.5,48.8,49.8,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.9,47.3,3.3,2.7
0.9000,0.9720,5766.8,10.8,6.17,1105.9,1758,2656.7,3936.7,0.99,0.987,3.3,3,65.9,62.7,47.7,44.7,53.5,51,131.6,128.8,65.9,63.3,32.7,29.8,77.2,73.5,48.8,49.8,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.9,47.3,3.3,2.7
0.9020,0.9731,5783.9,10.8,6.17,1105.9,1757.8,2656.7,3936.7,0.99,0.988,3.3,3,65.9,62.7,47.7,44.7,53.5,51,131.6,128.8,65.9,63.3,32.7,29.8,77.2,73.5,48.8,49.8,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.9,47.3,3.3,2.7
0.9050,0.9746,5800.2,10.8,6.17,1105.9,1757.6,2656.7,3936.7,0.991,0.989,3.3,3,65.9,62.7,47.7,44.7,53.5,50.9,131.6,128.8,65.9,63.3,32.7,29.8,77.2,73.5,48.8,49.8,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.3,3.3,2.7
0.9070,0.9757,5817,10.8,6.17,1105.9,1757.5,2656.7,3936.7,0.992,0.989,3.3,3,65.9,62.7,47.7,44.7,53.5,50.9,131.6,128.8,65.9,63.3,32.7,29.8,77.2,73.5,48.8,49.7,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.3,3.3,2.7
0.9100,0.9772,5833.6,10.78,6.17,1105.9,1757.3,2656.7,3936.7,0.992,0.99,3.3,3,65.9,62.7,47.7,44.7,53.5,50.9,131.6,128.8,65.9,63.3,32.7,29.8,77.2,73.5,48.8,49.7,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9130,0.9786,5850.7,10.78,6.17,1105.9,1757.2,2656.7,3936.7,0.993,0.991,3.3,3,65.9,62.7,47.7,44.7,53.5,50.9,131.6,128.8,65.9,63.3,32.7,29.8,77.2,73.4,48.8,49.7,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9150,0.9796,5866.8,10.78,6.17,1105.9,1757,2656.7,3936.7,0.993,0.992,3.3,3,65.9,62.7,47.7,44.7,53.5,50.9,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.4,48.8,49.7,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9180,0.9809,5883.5,10.78,6.17,1105.9,1756.9,2656.7,3936.7,0.994,0.992,3.3,3,65.9,62.7,47.7,44.7,53.5,50.9,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.4,48.8,49.7,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9210,0.9823,5900.3,10.76,6.17,1105.9,1756.8,2656.7,3936.7,0.994,0.993,3.3,3,65.9,62.7,47.7,44.7,53.5,50.9,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.4,48.8,49.7,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9230,0.9831,5916.7,10.76,6.17,1105.9,1756.6,2656.7,3936.7,0.995,0.994,3.3,3,65.9,62.7,47.7,44.7,53.5,50.9,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.4,48.8,49.7,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9260,0.9844,5933.6,10.76,6.17,1105.9,1756.5,2656.7,3936.7,0.995,0.994,3.3,3,65.9,62.7,47.7,44.7,53.5,50.9,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.4,48.8,49.7,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9280,0.9852,5950.5,10.76,6.17,1105.9,1756.4,2656.7,3936.7,0.996,0.995,3.3,3,65.9,62.7,47.7,44.7,53.5,50.9,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.4,48.8,49.7,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9310,0.9864,5966.9,10.74,6.17,1105.9,1756.3,2656.7,3936.7,0.996,0.995,3.3,3,65.9,62.7,47.7,44.7,53.5,50.9,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.4,48.8,49.7,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9340,0.9875,5983.9,10.74,6.17,1105.9,1756.1,2656.7,3936.7,0.997,0.996,3.3,3,65.9,62.7,47.7,44.7,53.5,50.9,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.4,48.8,49.7,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9360,0.9882,6000.3,10.74,6.17,1105.9,1756,2656.7,3936.7,0.997,0.996,3.3,3,65.9,62.7,47.7,44.7,53.5,50.9,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.4,48.8,49.7,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9390,0.9893,6016.8,10.74,6.17,1105.9,1755.9,2656.7,3936.7,0.997,0.996,3.3,3,65.9,62.7,47.7,44.7,53.5,50.9,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.4,48.8,49.7,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9410,0.9900,6033.8,10.74,6.17,1105.9,1755.8,2656.7,3936.7,0.998,0.997,3.3,3,65.9,62.7,47.7,44.7,53.5,50.9,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.4,48.8,49.7,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9440,0.9909,6050.6,10.74,6.17,1105.9,1755.7,2656.7,3936.7,0.998,0.997,3.3,3,65.9,62.7,47.7,44.7,53.5,50.8,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.4,48.8,49.7,11.4,10.7,24.5,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9470,0.9919,6067,10.71,6.17,1105.9,1755.6,2656.7,3936.7,0.998,0.998,3.3,3,65.9,62.7,47.7,44.7,53.5,50.8,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.4,48.8,49.7,11.4,10.7,24.4,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9490,0.9925,6083.8,10.71,6.17,1105.9,1755.5,2656.7,3936.7,0.998,0.998,3.3,3,65.9,62.7,47.7,44.7,53.5,50.8,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.4,48.8,49.7,11.4,10.7,24.4,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9520,0.9933,6100.4,10.71,6.17,1105.9,1755.4,2656.7,3936.7,0.999,0.998,3.3,3,65.9,62.7,47.7,44.7,53.4,50.8,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.4,48.8,49.7,11.4,10.7,24.4,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9540,0.9938,6117.1,10.71,6.17,1105.9,1755.3,2656.7,3936.7,0.999,0.998,3.3,3,65.9,62.7,47.7,44.7,53.4,50.8,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.4,48.8,49.7,11.4,10.7,24.4,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9570,0.9946,6133.7,10.71,6.17,1105.9,1755.2,2656.7,3936.7,0.999,0.999,3.3,3,65.9,62.7,47.7,44.7,53.4,50.8,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.3,48.7,49.7,11.4,10.7,24.4,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9600,0.9953,6150.3,10.71,6.17,1105.9,1755.2,2656.7,3936.7,0.999,0.999,3.3,3,65.9,62.7,47.7,44.7,53.4,50.8,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.3,48.7,49.7,11.4,10.7,24.4,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9620,0.9958,6167,10.71,6.17,1105.9,1755.1,2656.7,3936.7,0.999,0.999,3.3,3,65.9,62.7,47.7,44.7,53.4,50.8,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.3,48.7,49.7,11.4,10.7,24.4,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9650,0.9964,6183.6,10.69,6.17,1105.9,1755,2656.7,3936.7,0.999,0.999,3.3,3,65.9,62.7,47.7,44.7,53.4,50.8,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.3,48.7,49.7,11.4,10.7,24.4,25.5,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9670,0.9968,6200.3,10.69,6.17,1105.9,1755,2656.7,3936.7,0.999,0.999,3.3,3,65.9,62.7,47.7,44.7,53.4,50.8,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.3,48.7,49.7,11.4,10.7,24.4,25.4,12.3,12.8,3.3,3.1,3.3,2.3,52.8,47.2,3.3,2.7
0.9700,0.9974,6216.9,10.69,6.17,1105.9,1754.9,2656.7,3936.7,1,0.999,3.3,3,65.9,62.7,47.7,44.7,53.4,50.8,131.6,128.8,65.9,63.3,32.7,29.8,77.1,73.3,48.7,49.7,11.4,10.7,24.4,25.4,12.3,12.8,3.3,3.1,3.3,2.3,52.7,47.2,3.3,2.7
0.9730,0.9979,6233.6,10.69,6.17,1105.9,1754.8,2656.7,3936.7,1,1,3.3,3,65.9,62.7,47.7,44.7,53.4,50.8,131.6,128.8,65.9,63.3,32.7,29.8,77,73.3,48.7,49.7,11.4,10.7,24.4,25.4,12.3,12.8,3.3,3.1,3.3,2.3,52.7,47.2,3.3,2.7
0.9750,0.9982,6250.2,10.69,6.17,1105.9,1754.8,2656.7,3936.7,1,1,3.3,3,65.9,62.7,47.7,44.7,53.4,50.8,131.6,128.8,65.9,63.3,32.7,29.8,77,73.3,48.7,49.7,11.4,10.7,24.4,25.4,12.3,12.8,3.3,3.1,3.3,2.3,52.7,47.2,3.3,2.7
0.9780,0.9986,6267,10.69,6.17,1105.9,1754.7,2656.7,3936.7,1,1,3.3,3,65.9,62.7,47.7,44.7,53.4,50.8,131.6,128.8,65.9,63.3,32.7,29.8,77,73.3,48.7,49.7,11.4,10.7,24.4,25.4,12.3,12.8,3.3,3.1,3.3,2.3,52.7,47.2,3.3,2.7
0.9800,0.9988,6283.7,10.69,6.17,1105.9,1754.7,2656.7,3936.7,1,1,3.3,3,65.9,62.7,47.7,44.7,53.4,50.8,131.6,128.8,65.9,63.3,32.7,29.8,77,73.3,48.7,49.7,11.4,10.7,24.4,25.4,12.3,12.8,3.3,3.1,3.3,2.3,52.7,47.2,3.3,2.7
0.9830,0.9991,6300.4,10.69,6.17,1105.9,1754.6,2656.7,3936.7,1,1,3.3,3,65.9,62.7,47.7,44.7,53.4,50.8,131.6,128.8,65.9,63.3,32.7,29.8,77,73.3,48.7,49.7,11.4,10.7,24.4,25.4,12.3,12.8,3.3,3.1,3.3,2.3,52.7,47.2,3.3,2.7
0.9860,0.9994,6317.5,10.69,6.17,1105.9,1754.6,2656.7,3936.7,1,1,3.3,3,65.9,62.7,47.7,44.7,53.4,50.8,131.6,128.8,65.9,63.3,32.7,29.8,77,73.3,48.7,49.7,11.4,10.7,24.4,25.4,12.3,12.8,3.3,3.1,3.3,2.3,52.7,47.2,3.3,2.7
0.9880,0.9996,6334,10.69,6.17,1105.9,1754.6,2656.7,3936.7,1,1,3.3,3,65.9,62.7,47.7,44.7,53.4,50.8,131.6,128.8,65.9,63.3,32.7,29.8,77,73.3,48.7,49.7,11.4,10.7,24.4,25.4,12.3,12.8,3.3,3.1,3.3,2.3,52.7,47.2,3.3,2.7
0.9910,0.9998,6350.6,10.69,6.17,1105.9,1754.5,2656.7,3936.7,1,1,3.3,3,65.9,62.7,47.7,44.7,53.4,50.8,131.6,128.8,65.9,63.3,32.7,29.8,77,73.3,48.7,49.7,11.4,10.7,24.4,25.4,12.3,12.8,3.3,3.1,3.3,2.3,52.7,47.2,3.3,2.7
