pr,ease,t_ms,seamI_deg,seamO_deg,inner_rMin,inner_rMax,outer_rMin,outer_rMax,03 - Resources_arcFrac,03 - Resources_alphaFrac,00 - Inbox_arc,00 - Inbox_noteArc,01 - Projects_arc,01 - Projects_noteArc,02 - Areas_arc,02 - Areas_noteArc,04 - Daily Notes_arc,04 - Daily Notes_noteArc,05 - Meeting Notes_arc,05 - Meeting Notes_noteArc,06 - Zettelkasten_arc,06 - Zettelkasten_noteArc,07 - Weekly Reviews_arc,07 - Weekly Reviews_noteArc,08 - Archive_arc,08 - Archive_noteArc,09 - Maps of Content_arc,09 - Maps of Content_noteArc,10 - Literature Notes_arc,10 - Literature Notes_noteArc,11 - Clippings_arc,11 - Clippings_noteArc,12 - Journal_arc,12 - Journal_noteArc,13 - Someday Maybe_arc,13 - Someday Maybe_noteArc,14 - Reading List_arc,14 - Reading List_noteArc,15 - Courses_arc,15 - Courses_noteArc,(vault root)_arc,(vault root)_noteArc
0.7870,0.8832,5039.7,13.52,6.17,1105.9,1865.1,2656.7,3936.7,0.108,0.094,3.9,3.4,65.9,62.7,47.7,44.7,64.1,61,131.6,128.8,65.9,63.3,32.7,29.8,92.4,88.4,58.5,59.6,11.4,10.7,29.3,30.6,14.8,15.6,3.9,3.1,3.9,2.2,63.2,58.1,3.9,2.4
0.7890,0.8852,5056.6,13.53,6.17,1105.9,1865.5,2656.7,3936.7,0.105,0.091,3.9,3.4,65.9,62.7,47.7,44.7,64.1,61.1,131.6,128.8,65.9,63.3,32.7,29.8,92.5,88.4,58.5,59.6,11.4,10.7,29.4,30.6,14.8,15.6,3.9,3.1,3.9,2.2,63.3,58.1,3.9,2.4
0.7920,0.8882,5073,13.55,6.17,1105.9,1865.9,2656.7,3936.7,0.102,0.088,3.9,3.4,65.9,62.7,47.7,44.7,64.2,61.1,131.6,128.8,65.9,63.3,32.7,29.8,92.5,88.5,58.6,59.6,11.4,10.7,29.4,30.6,14.8,15.6,3.9,3.1,3.9,2.2,63.3,58.1,3.9,2.4
0.7940,0.8902,5089.7,13.56,6.17,1105.9,1866.3,2656.7,3936.7,0.099,0.085,3.9,3.4,65.9,62.7,47.7,44.7,64.2,61.2,131.6,128.8,65.9,63.3,32.7,29.8,92.6,88.5,58.6,59.7,11.4,10.7,29.4,30.7,14.8,15.6,3.9,3.1,3.9,2.2,63.4,58.2,3.9,2.4
0.7970,0.8931,5106.5,13.57,6.17,1105.9,1866.7,2656.7,3936.7,0.096,0.083,3.9,3.4,65.9,62.7,47.7,44.7,64.2,61.2,131.6,128.8,65.9,63.3,32.7,29.8,92.6,88.6,58.7,59.7,11.4,10.7,29.4,30.7,14.8,15.6,3.9,3.1,3.9,2.2,63.4,58.2,3.9,2.4
0.8000,0.8960,5123.3,13.58,6.17,1105.9,1867.1,2656.7,3936.7,0.093,0.08,3.9,3.4,65.9,62.7,47.7,44.7,64.3,61.2,131.6,128.8,65.9,63.3,32.7,29.8,92.7,88.6,58.7,59.7,11.4,10.7,29.4,30.7,14.8,15.6,3.9,3.1,3.9,2.2,63.4,58.2,3.9,2.4
0.8020,0.8979,5139.9,13.59,6.17,1105.9,1867.4,2656.7,3936.7,0.09,0.078,3.9,3.4,65.9,62.7,47.7,44.7,64.3,61.3,131.6,128.8,65.9,63.3,32.7,29.8,92.7,88.7,58.7,59.8,11.4,10.7,29.5,30.7,14.8,15.7,3.9,3.1,3.9,2.2,63.5,58.3,3.9,2.4
0.8050,0.9008,5156.4,13.58,6.17,1105.9,1867.8,2656.7,3936.7,0.087,0.075,3.9,3.4,65.9,62.7,47.7,44.7,64.4,61.3,131.6,128.8,65.9,63.3,32.7,29.8,92.8,88.7,58.8,59.8,11.4,10.7,29.5,30.7,14.8,15.7,3.9,3.1,3.9,2.2,63.5,58.3,3.9,2.4
0.8070,0.9026,5173.2,13.59,6.17,1105.9,1868.2,2656.7,3936.7,0.085,0.073,3.9,3.4,65.9,62.7,47.7,44.7,64.4,61.3,131.6,128.8,65.9,63.3,32.7,29.8,92.8,88.8,58.8,59.8,11.4,10.7,29.5,30.8,14.8,15.7,3.9,3.1,3.9,2.2,63.5,58.3,3.9,2.4
0.8100,0.9054,5190,13.6,6.17,1105.9,1868.6,2656.7,3936.7,0.082,0.07,3.9,3.4,65.9,62.7,47.7,44.7,64.4,61.4,131.6,128.8,65.9,63.3,32.7,29.8,92.9,88.8,58.8,59.9,11.4,10.7,29.5,30.8,14.8,15.7,3.9,3.1,3.9,2.2,63.6,58.4,3.9,2.4
0.8130,0.9082,5206.6,13.61,6.17,1105.9,1868.9,2656.7,3936.7,0.079,0.068,3.9,3.4,65.9,62.7,47.7,44.7,64.5,61.4,131.6,128.8,65.9,63.3,32.7,29.8,92.9,88.9,58.9,59.9,11.4,10.7,29.5,30.8,14.8,15.7,3.9,3.1,3.9,2.2,63.6,58.4,3.9,2.4
0.8150,0.9100,5223.3,13.62,6.17,1105.9,1869.3,2656.7,3936.7,0.077,0.065,3.9,3.4,65.9,62.7,47.7,44.7,64.5,61.4,131.6,128.8,65.9,63.3,32.7,29.8,93,88.9,58.9,59.9,11.4,10.7,29.5,30.8,14.9,15.7,3.9,3.1,3.9,2.2,63.6,58.4,3.9,2.4
0.8180,0.9127,5240.1,13.63,6.17,1105.9,1869.7,2656.7,3936.7,0.074,0.063,3.9,3.4,65.9,62.7,47.7,44.7,64.5,61.4,131.6,128.8,65.9,63.3,32.7,29.8,93,89,58.9,60,11.4,10.7,29.5,30.8,14.9,15.7,3.9,3.1,3.9,2.2,63.7,58.5,3.9,2.4
0.8210,0.9153,5256.6,13.64,6.17,1105.9,1870,2656.7,3936.7,0.072,0.061,4,3.4,65.9,62.7,47.7,44.7,64.6,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.1,89,58.9,60,11.4,10.7,29.6,30.9,14.9,15.7,4,3.1,4,2.2,63.7,58.5,4,2.4
0.8230,0.9171,5273.2,13.63,6.17,1105.9,1870.4,2656.7,3936.7,0.069,0.059,4,3.4,65.9,62.7,47.7,44.7,64.6,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.1,89.1,59,60,11.4,10.7,29.6,30.9,14.9,15.7,4,3.1,4,2.2,63.7,58.5,4,2.4
0.8260,0.9197,5290,13.64,6.17,1105.9,1870.7,2656.7,3936.7,0.067,0.056,4,3.4,65.9,62.7,47.7,44.7,64.6,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.2,89.1,59,60.1,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.8,58.6,4,2.4
0.8280,0.9214,5306.7,13.65,6.17,1105.9,1871.1,2656.7,3936.7,0.064,0.054,4,3.4,65.9,62.7,47.7,44.7,64.7,61.6,131.6,128.8,65.9,63.3,32.7,29.8,93.2,89.2,59,60.1,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.8,58.6,4,2.4
0.8310,0.9240,5323.2,13.66,6.17,1105.9,1871.4,2656.7,3936.7,0.062,0.052,4,3.4,65.9,62.7,47.7,44.7,64.7,61.6,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59.1,60.1,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.8,58.6,4,2.4
0.8340,0.9265,5340,13.67,6.17,1105.9,1871.8,2656.7,3936.7,0.061,0.05,4,3.4,65.9,62.7,47.7,44.7,64.7,61.6,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59.1,60.1,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.8,58.6,4,2.4
0.8360,0.9281,5356.7,13.66,6.17,1105.9,1872.1,2656.7,3936.7,0.061,0.048,4,3.4,65.9,62.7,47.7,44.7,64.7,61.6,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59.1,60.1,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.8,58.6,4,2.4
0.8390,0.9306,5373.3,13.67,6.17,1105.9,1872.4,2656.7,3936.7,0.061,0.046,4,3.4,65.9,62.7,47.7,44.7,64.7,61.6,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59.1,60.1,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.9,58.6,4,2.4
0.8410,0.9322,5390.2,13.68,6.17,1105.9,1872.8,2656.7,3936.7,0.061,0.044,4,3.4,65.9,62.7,47.7,44.7,64.7,61.6,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59.1,60.1,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.9,58.6,4,2.4
0.8440,0.9346,5406.6,13.69,6.17,1105.9,1873.1,2656.7,3936.7,0.061,0.042,4,3.4,65.9,62.7,47.7,44.7,64.7,61.6,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59.1,60.1,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.9,58.6,4,2.4
0.8470,0.9369,5423.5,13.68,6.17,1105.9,1873.4,2656.7,3936.7,0.061,0.041,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59.1,60.1,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.9,58.6,4,2.4
0.8490,0.9385,5440,13.69,6.17,1105.9,1873.7,2656.7,3936.7,0.061,0.039,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59,59.3,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.9,58.6,4,2.4
0.8520,0.9408,5456.7,13.7,6.17,1105.9,1874,2656.7,3936.7,0.061,0.037,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59,59.6,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.9,58.7,4,2.4
0.8540,0.9423,5473.5,13.71,6.17,1105.9,1874.4,2656.7,3936.7,0.061,0.035,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59,59.7,11.4,10.7,29.6,31,14.9,15.8,4,3.1,4,2.2,63.9,58.7,4,2.4
0.8570,0.9445,5490,13.7,6.17,1105.9,1874.7,2656.7,3936.7,0.061,0.034,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59,59.8,11.4,10.7,29.6,31,14.9,15.8,4,3.1,4,2.2,63.9,58.7,4,2.4
0.8600,0.9467,5507,13.71,6.17,1105.9,1875,2656.7,3936.7,0.061,0.032,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,59.8,11.4,10.7,29.6,31,14.9,15.8,4,3.1,4,2.2,63.9,58.7,4,2.4
0.8620,0.9481,5523.5,13.72,6.17,1105.9,1836.7,2656.7,3936.7,0.061,0.031,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,59.9,11.4,10.7,29.6,31,14.9,15.8,4,3.1,4,2.2,63.9,58.7,4,2.4
0.8650,0.9502,5540.3,13.71,6.17,1105.9,1808.1,2656.7,3936.7,0.061,0.029,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,59.9,11.4,10.7,29.6,31,14.9,15.8,4,3.1,4,2.2,63.9,58.7,4,2.4
0.8670,0.9516,5557.1,13.73,6.17,1105.9,1786.7,2656.7,3936.7,0.061,0.028,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60,11.4,10.7,29.6,31,14.9,15.8,4,3.1,4,2.2,63.9,58.7,4,2.4
0.8700,0.9537,5573.6,13.73,6.17,1105.9,1770.7,2656.7,3936.7,0.061,0.026,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60,11.4,10.7,29.6,31,14.9,15.8,4,3.1,4,2.2,63.9,58.7,4,2.4
0.8730,0.9557,5590.1,13.73,6.17,1105.9,1758.8,2656.7,3936.7,0.061,0.025,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60,11.4,10.7,29.6,31,14.9,15.8,4,3.1,4,2.2,63.9,58.3,4,2.4
0.8750,0.9570,5606.8,13.74,6.17,1105.9,1749.9,2656.7,3936.7,0.061,0.024,4,3.4,65.9,62.7,47.7,44.7,64.7,61.4,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60,11.4,10.7,29.6,31,14.9,15.9,4,3.1,4,2.2,63.9,58.6,4,2.4
0.8780,0.9590,5623.7,13.75,6.17,1105.9,1743.3,2656.7,3936.7,0.061,0.022,4,3.4,65.9,62.7,47.7,44.7,64.7,61.4,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60,11.4,10.7,29.6,31,14.9,15.9,4,3.1,4,2.2,63.9,58.6,4,2.4
0.8800,0.9603,5640.4,13.74,6.17,1105.9,1738.4,2656.7,3936.7,0.061,0.021,4,3.4,65.9,62.7,47.7,44.7,64.7,61.4,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60,11.4,10.7,29.6,31,14.9,15.9,4,3.1,4,2.2,63.9,58.6,4,2.4
0.8830,0.9621,5656.8,13.75,6.17,1105.9,1734.7,2656.7,3936.7,0.061,0.02,4,3.4,65.9,62.7,47.7,44.7,64.7,61.4,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60,11.4,10.7,29.6,31,14.9,15.9,4,3.1,4,2.2,63.9,58.6,4,2.4
0.8860,0.9640,5673.6,13.74,6.17,1105.9,1732,2656.7,3936.7,0.062,0.019,4,3.4,65.9,62.7,47.7,44.7,64.7,61.4,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60,11.4,10.7,29.6,31,14.9,15.9,4,3.1,4,2.2,63.9,58.6,4,2.4
0.8880,0.9652,5690.3,13.75,6.17,1105.9,1730.1,2656.7,3936.7,0.062,0.018,4,3.4,65.9,62.7,47.7,44.7,64.7,61.4,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60,11.4,10.7,29.6,31,14.9,15.9,4,3.1,4,2.2,63.9,58.6,4,2.4
0.8910,0.9669,5707.1,13.76,6.17,1105.9,1728.6,2656.7,3936.7,0.061,0.017,4,3.4,65.9,62.7,47.7,44.7,64.7,61.4,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60,11.4,10.7,29.6,31,14.9,15.9,4,3.1,4,2.2,63.9,58.6,4,2.4
0.8940,0.9687,5723.5,13.75,6.17,1105.9,1727.6,2656.7,3936.7,0.057,0.016,4,3.4,65.9,62.7,47.7,44.7,64.8,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.4,89.1,59.1,60.1,11.4,10.7,29.6,31,14.9,15.9,4,3.1,4,2.2,64,58.6,4,2.4
0.8960,0.9698,5740.6,13.76,6.17,1105.9,1726.9,2656.7,3936.7,0.054,0.015,4,3.4,65.9,62.7,47.7,44.7,64.8,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.5,89.1,59.1,60.1,11.4,10.7,29.7,31,14.9,15.9,4,3.1,4,2.2,64,58.7,4,2.4
0.8990,0.9715,5757.1,13.76,6.17,1105.9,1726.4,2656.7,3936.7,0.05,0.014,4,3.4,65.9,62.7,47.7,44.7,64.9,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.5,89.2,59.2,60.2,11.4,10.7,29.7,31.1,14.9,15.9,4,3.1,4,2.2,64.1,58.7,4,2.4
0.9010,0.9725,5773.8,13.77,6.17,1105.9,1726.1,2656.7,3936.7,0.047,0.013,4,3.4,65.9,62.7,47.7,44.7,64.9,61.6,131.6,128.8,65.9,63.3,32.7,29.8,93.6,89.3,59.2,60.2,11.4,10.7,29.7,31.1,15,15.9,4,3.1,4,2.2,64.1,58.7,4,2.4
0.9040,0.9741,5790.5,13.76,6.17,1105.9,1725.9,2656.7,3936.7,0.044,0.012,4,3.4,65.9,62.7,47.7,44.7,65,61.6,131.6,128.8,65.9,63.3,32.7,29.8,93.7,89.3,59.2,60.3,11.4,10.7,29.7,31.1,15,15.9,4,3.1,4,2.2,64.1,58.8,4,2.4
0.9070,0.9757,5807.2,13.77,6.17,1105.9,1725.8,2656.7,3936.7,0.041,0.011,4,3.4,65.9,62.7,47.7,44.7,65,61.7,131.6,128.8,65.9,63.3,32.7,29.8,93.7,89.4,59.3,60.3,11.4,10.7,29.7,31.1,15,15.9,4,3.1,4,2.2,64.2,58.8,4,2.4
0.9090,0.9767,5823.6,13.76,6.17,1105.9,1725.7,2656.7,3936.7,0.038,0.01,4,3.4,65.9,62.7,47.7,44.7,65,61.7,131.6,128.8,65.9,63.3,32.7,29.8,93.8,89.4,59.3,60.4,11.4,10.7,29.8,31.2,15,16,4,3.1,4,2.2,64.2,58.8,4,2.4
0.9120,0.9781,5840.3,13.78,6.17,1105.9,1725.7,2656.7,3936.7,0.035,0.009,4,3.4,65.9,62.7,47.7,44.7,65.1,61.7,131.6,128.8,65.9,63.3,32.7,29.8,93.8,89.5,59.4,60.4,11.4,10.7,29.8,31.2,15,16,4,3.1,4,2.2,64.2,58.9,4,2.4
0.9140,0.9791,5857.2,13.77,6.17,1105.9,1725.8,2656.7,3936.7,0.033,0.009,4,3.4,65.9,62.7,47.7,44.7,65.1,61.8,131.6,128.8,65.9,63.3,32.7,29.8,93.9,89.5,59.4,60.4,11.4,10.7,29.8,31.2,15,16,4,3.1,4,2.2,64.3,58.9,4,2.4
0.9170,0.9805,5873.7,13.78,6.17,1105.9,1725.8,2656.7,3936.7,0.03,0.008,4,3.4,65.9,62.7,47.7,44.7,65.1,61.8,131.6,128.8,65.9,63.3,32.7,29.8,93.9,89.6,59.4,60.5,11.4,10.7,29.8,31.2,15,16,4,3.1,4,2.2,64.3,58.9,4,2.4
0.9200,0.9818,5890.6,13.77,6.17,1105.9,1725.9,2656.7,3936.7,0.028,0.007,4,3.4,65.9,62.7,47.7,44.7,65.2,61.8,131.6,128.8,65.9,63.3,32.7,29.8,94,89.6,59.5,60.5,11.4,10.7,29.8,31.2,15,16,4,3.1,4,2.2,64.3,59,4,2.4
0.9220,0.9827,5907.3,13.78,6.17,1105.9,1726,2656.7,3936.7,0.026,0.007,4,3.4,65.9,62.7,47.7,44.7,65.2,61.9,131.6,128.8,65.9,63.3,32.7,29.8,94,89.7,59.5,60.5,11.4,10.7,29.8,31.2,15,16,4,3.1,4,2.2,64.4,59,4,2.4
0.9250,0.9840,5924.2,13.78,6.17,1105.9,1726.1,2656.7,3936.7,0.024,0.006,4,3.4,65.9,62.7,47.7,44.7,65.2,61.9,131.6,128.8,65.9,63.3,32.7,29.8,94,89.7,59.5,60.6,11.4,10.7,29.9,31.2,15,16,4,3.1,4,2.2,64.4,59,4,2.4
0.9270,0.9848,5940.4,13.77,6.17,1105.9,1726.3,2656.7,3936.7,0.022,0.006,4,3.4,65.9,62.7,47.7,44.7,65.3,61.9,131.6,128.8,65.9,63.3,32.7,29.8,94.1,89.7,59.5,60.6,11.4,10.7,29.9,31.3,15,16,4,3.1,4,2.2,64.4,59,4,2.4
0.9300,0.9860,5957.4,13.78,6.17,1105.9,1726.4,2656.7,3936.7,0.02,0.005,4,3.4,65.9,62.7,47.7,44.7,65.3,61.9,131.6,128.8,65.9,63.3,32.7,29.8,94.1,89.8,59.6,60.6,11.4,10.7,29.9,31.3,15,16,4,3.1,4,2.2,64.4,59.1,4,2.4
0.9330,0.9871,5973.8,13.78,6.17,1105.9,1726.5,2656.7,3936.7,0.018,0.005,4,3.4,65.9,62.7,47.7,44.7,65.3,62,131.6,128.8,65.9,63.3,32.7,29.8,94.2,89.8,59.6,60.6,11.4,10.7,29.9,31.3,15,16,4,3.1,4,2.2,64.5,59.1,4,2.4
0.9350,0.9879,5990.5,13.79,6.17,1105.9,1726.6,2656.7,3936.7,0.016,0.004,4,3.4,65.9,62.7,47.7,44.7,65.3,62,131.6,128.8,65.9,63.3,32.7,29.8,94.2,89.8,59.6,60.7,11.4,10.7,29.9,31.3,15,16,4,3.1,4,2.2,64.5,59.1,4,2.4
0.9380,0.9889,6007.3,13.79,6.17,1105.9,1726.7,2656.7,3936.7,0.015,0.004,4,3.4,65.9,62.7,47.7,44.7,65.3,62,131.6,128.8,65.9,63.3,32.7,29.8,94.2,89.9,59.6,60.7,11.4,10.7,29.9,31.3,15.1,16,4,3.1,4,2.2,64.5,59.1,4,2.4
0.9400,0.9896,6024.3,13.78,6.17,1105.9,1726.9,2656.7,3936.7,0.013,0.003,4,3.4,65.9,62.7,47.7,44.7,65.4,62,131.6,128.8,65.9,63.3,32.7,29.8,94.2,89.9,59.7,60.7,11.4,10.7,29.9,31.3,15.1,16,4,3.1,4,2.2,64.5,59.1,4,2.4
0.9430,0.9906,6040.5,13.79,6.17,1105.9,1727,2656.7,3936.7,0.012,0.003,4,3.4,65.9,62.7,47.7,44.7,65.4,62,131.6,128.8,65.9,63.3,32.7,29.8,94.3,89.9,59.7,60.7,11.4,10.7,29.9,31.3,15.1,16,4,3.1,4,2.2,64.5,59.1,4,2.4
0.9460,0.9916,6057.3,13.79,6.17,1105.9,1727.1,2656.7,3936.7,0.011,0.003,4,3.4,65.9,62.7,47.7,44.7,65.4,62,131.6,128.8,65.9,63.3,32.7,29.8,94.3,89.9,59.7,60.7,11.4,10.7,29.9,31.3,15.1,16.1,4,3.1,4,2.2,64.5,59.2,4,2.4
0.9480,0.9922,6073.8,13.78,6.17,1105.9,1727.2,2656.7,3936.7,0.01,0.002,4,3.4,65.9,62.7,47.7,44.7,65.4,62,131.6,128.8,65.9,63.3,32.7,29.8,94.3,90,59.7,60.8,11.4,10.7,29.9,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.2,4,2.4
0.9510,0.9930,6090.6,13.8,6.17,1105.9,1727.3,2656.7,3936.7,0.009,0.002,4,3.4,65.9,62.7,47.7,44.7,65.4,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.3,90,59.7,60.8,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.2,4,2.4
0.9530,0.9936,6107.1,13.79,6.17,1105.9,1727.4,2656.7,3936.7,0.008,0.002,4,3.4,65.9,62.7,47.7,44.7,65.4,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.4,90,59.7,60.8,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.2,4,2.4
0.9560,0.9944,6123.9,13.79,6.17,1105.9,1727.5,2656.7,3936.7,0.007,0.001,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.4,90,59.7,60.8,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.2,4,2.4
0.9590,0.9951,6140.7,13.78,6.17,1105.9,1727.6,2656.7,3936.7,0.006,0.001,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.4,90,59.8,60.8,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.2,4,2.4
0.9610,0.9956,6157.5,13.8,6.17,1105.9,1727.7,2656.7,3936.7,0.005,0.001,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.4,90,59.8,60.8,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.2,4,2.4
0.9640,0.9962,6174.5,13.8,6.17,1105.9,1727.7,2656.7,3936.7,0.005,0.001,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.4,90,59.8,60.8,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.2,4,2.4
0.9670,0.9968,6190.8,13.79,6.17,1105.9,1727.8,2656.7,3936.7,0.004,0.001,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.4,90.1,59.8,60.8,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.2,4,2.4
0.9690,0.9972,6207.2,13.79,6.17,1105.9,1727.9,2656.7,3936.7,0.004,0.001,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.4,90.1,59.8,60.8,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.2,4,2.4
0.9720,0.9977,6224,13.79,6.17,1105.9,1728,2656.7,3936.7,0.003,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.4,90.1,59.8,60.8,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.2,4,2.4
0.9740,0.9980,6240.7,13.78,6.17,1105.9,1728,2656.7,3936.7,0.003,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.5,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.3,4,2.4
0.9770,0.9984,6257.4,13.8,6.17,1105.9,1728.1,2656.7,3936.7,0.002,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.5,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.3,4,2.4
0.9790,0.9987,6274.3,13.8,6.17,1105.9,1728.1,2656.7,3936.7,0.002,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.5,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.7,59.3,4,2.4
0.9820,0.9990,6290.9,13.79,6.17,1105.9,1728.2,2656.7,3936.7,0.002,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.5,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.7,59.3,4,2.4
0.9850,0.9993,6307.5,13.79,6.17,1105.9,1728.2,2656.7,3936.7,0.002,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.5,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.7,59.3,4,2.4
0.9870,0.9995,6324,13.79,6.17,1105.9,1728.3,2656.7,3936.7,0.002,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.5,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.7,59.3,4,2.4
0.9900,0.9997,6340.9,13.79,6.17,1105.9,1728.3,2656.7,3936.7,0,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.5,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.7,59.3,4,2.4
0.9930,0.9999,6357.6,13.79,6.17,1105.9,1728.4,2656.7,3936.7,0,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.5,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.7,59.3,4,2.4
