pr,ease,t_ms,seamI_deg,seamO_deg,inner_rMin,inner_rMax,outer_rMin,outer_rMax,03 - Resources_arcFrac,03 - Resources_alphaFrac,00 - Inbox_arc,00 - Inbox_noteArc,01 - Projects_arc,01 - Projects_noteArc,02 - Areas_arc,02 - Areas_noteArc,04 - Daily Notes_arc,04 - Daily Notes_noteArc,05 - Meeting Notes_arc,05 - Meeting Notes_noteArc,06 - Zettelkasten_arc,06 - Zettelkasten_noteArc,07 - Weekly Reviews_arc,07 - Weekly Reviews_noteArc,08 - Archive_arc,08 - Archive_noteArc,09 - Maps of Content_arc,09 - Maps of Content_noteArc,10 - Literature Notes_arc,10 - Literature Notes_noteArc,11 - Clippings_arc,11 - Clippings_noteArc,12 - Journal_arc,12 - Journal_noteArc,13 - Someday Maybe_arc,13 - Someday Maybe_noteArc,14 - Reading List_arc,14 - Reading List_noteArc,15 - Courses_arc,15 - Courses_noteArc,(vault root)_arc,(vault root)_noteArc
0.5890,0.6321,3772,13.46,6.17,1105.9,1829.2,2656.7,3936.7,0.448,0.369,3.7,3.4,65.9,62.7,47.7,44.7,59.9,58.3,131.6,128.8,65.9,63.3,32.7,29.8,86.4,83.3,54.6,55.7,11.4,10.7,27.4,28.5,13.8,14.2,3.7,3.1,3.7,2.3,59.2,52.8,3.7,2.5
0.5910,0.6350,3788.6,13.5,6.17,1105.9,1829.7,2656.7,3936.7,0.443,0.366,3.7,3.4,65.9,62.7,47.7,44.7,60,58.3,131.6,128.8,65.9,63.3,32.7,29.8,86.5,83.4,54.7,55.7,11.4,10.7,27.4,28.5,13.8,14.2,3.7,3.1,3.7,2.3,59.2,52.9,3.7,2.5
0.5940,0.6393,3805.2,13.52,6.17,1105.9,1830.2,2656.7,3936.7,0.439,0.362,3.7,3.4,65.9,62.7,47.7,44.7,60.1,58.4,131.6,128.8,65.9,63.3,32.7,29.8,86.6,83.5,54.8,55.8,11.4,10.7,27.5,28.5,13.8,14.2,3.7,3.1,3.7,2.3,59.3,52.9,3.7,2.5
0.5960,0.6422,3822,13.55,6.17,1105.9,1830.7,2656.7,3936.7,0.434,0.358,3.7,3.4,65.9,62.7,47.7,44.7,60.1,58.5,131.6,128.8,65.9,63.3,32.7,29.8,86.7,83.6,54.8,55.8,11.4,10.7,27.5,28.6,13.8,14.3,3.7,3.1,3.7,2.3,59.3,54.3,3.7,2.5
0.5990,0.6466,3838.8,13.57,6.17,1105.9,1831.2,2656.7,3936.7,0.429,0.354,3.7,3.4,65.9,62.7,47.7,44.7,60.2,58.5,131.6,128.8,65.9,63.3,32.7,29.8,86.7,83.7,54.9,55.9,11.4,10.7,27.5,28.6,13.8,14.3,3.7,3.1,3.7,2.3,59.4,54.3,3.7,2.5
0.6020,0.6509,3855.3,13.59,6.17,1105.9,1831.7,2656.7,3936.7,0.425,0.35,3.7,3.4,65.9,62.7,47.7,44.7,60.2,58.6,131.6,128.8,65.9,63.3,32.7,29.8,86.8,83.8,54.9,55.9,11.4,10.7,27.5,28.6,13.9,14.3,3.7,3.1,3.7,2.3,59.4,54.4,3.7,2.5
0.6040,0.6538,3872.1,12.96,6.17,1105.9,1832.2,2656.7,3936.7,0.395,0.346,3.7,3.4,65.9,62.7,47.7,44.7,60.6,58.1,131.6,128.8,65.9,63.3,32.7,29.8,87.3,83.6,55.3,56.3,11.4,10.7,27.7,29,13.9,14.5,3.7,3.1,3.7,2.3,59.8,54.7,3.7,2.5
0.6070,0.6580,3888.6,12.98,6.17,1105.9,1832.7,2656.7,3936.7,0.393,0.342,3.7,3.4,65.9,62.7,47.7,44.7,60.6,58.2,131.6,128.8,65.9,63.3,32.7,29.8,87.4,83.7,55.3,56.3,11.4,10.7,27.7,29,13.9,14.5,3.7,3.1,3.7,2.3,59.8,54.8,3.7,2.5
0.6090,0.6609,3905.4,13,6.17,1105.9,1833.2,2656.7,3936.7,0.391,0.339,3.7,3.4,65.9,62.7,47.7,44.7,60.6,58.2,131.6,128.8,65.9,63.3,32.7,29.8,87.4,83.7,55.3,56.3,11.4,10.7,27.7,29.1,14,14.5,3.7,3.1,3.7,2.3,59.8,54.8,3.7,2.5
0.6120,0.6652,3922.3,13.04,6.17,1105.9,1833.8,2656.7,3936.7,0.389,0.335,3.8,3.4,65.9,62.7,47.7,44.7,60.6,58.2,131.6,128.8,65.9,63.3,32.7,29.8,87.4,83.8,55.3,56.3,11.4,10.7,27.7,29.1,14,14.5,3.8,3.1,3.8,2.3,59.9,54.8,3.8,2.5
0.6150,0.6695,3938.8,13.06,6.17,1105.9,1834.3,2656.7,3936.7,0.387,0.331,3.8,3.4,65.9,62.7,47.7,44.7,60.7,58.3,131.6,128.8,65.9,63.3,32.7,29.8,87.5,83.8,55.3,56.3,11.4,10.7,27.8,29.1,14,14.5,3.8,3.1,3.8,2.3,59.9,54.9,3.8,2.5
0.6170,0.6723,3955.3,13.08,6.17,1105.9,1834.8,2656.7,3936.7,0.385,0.327,3.8,3.4,65.9,62.7,47.7,44.7,60.7,58.3,131.6,128.8,65.9,63.3,32.7,29.8,87.5,83.8,55.4,56.4,11.4,10.7,27.8,29.1,14,14.6,3.8,3.1,3.8,2.3,59.9,54.9,3.8,2.5
0.6200,0.6765,3972.5,13.1,6.17,1105.9,1835.3,2656.7,3936.7,0.383,0.323,3.8,3.4,65.9,62.7,47.7,44.7,60.7,58.3,131.6,128.8,65.9,63.3,32.7,29.8,87.5,83.9,55.4,56.4,11.4,10.7,27.8,29.1,14,14.6,3.8,3.1,3.8,2.3,59.9,54.9,3.8,2.5
0.6230,0.6808,3988.8,13.12,6.17,1105.9,1835.8,2656.7,3936.7,0.38,0.319,3.8,3.4,65.9,62.7,47.7,44.7,60.7,58.3,131.6,128.8,65.9,63.3,32.7,29.8,87.6,83.9,55.4,56.4,11.4,10.7,27.8,29.1,14,14.6,3.8,3.1,3.8,2.3,60,54.9,3.8,2.5
0.6250,0.6836,4005.4,13.14,6.17,1105.9,1836.3,2656.7,3936.7,0.378,0.316,3.8,3.4,65.9,62.7,47.7,44.7,60.8,58.4,131.6,128.8,65.9,63.3,32.7,29.8,87.6,84,55.4,56.4,11.4,10.7,27.8,29.1,14,14.6,3.8,3.1,3.8,2.3,60,55,3.8,2.5
0.6280,0.6878,4022.2,13.16,6.17,1105.9,1836.8,2656.7,3936.7,0.376,0.312,3.8,3.4,65.9,62.7,47.7,44.7,60.8,58.4,131.6,128.8,65.9,63.3,32.7,29.8,87.7,84,55.4,56.4,11.4,10.7,27.8,29.1,14,14.6,3.8,3.1,3.8,2.3,60,55,3.8,2.5
0.6300,0.6906,4038.7,13.2,6.17,1105.9,1837.3,2656.7,3936.7,0.374,0.308,3.8,3.4,65.9,62.7,47.7,44.7,60.8,58.4,131.6,128.8,65.9,63.3,32.7,29.8,87.7,84,55.5,56.5,11.4,10.7,27.8,29.1,14,14.6,3.8,3.1,3.8,2.3,60.1,55,3.8,2.5
0.6330,0.6948,4055.5,13.22,6.17,1105.9,1837.8,2656.7,3936.7,0.371,0.304,3.8,3.4,65.9,62.7,47.7,44.7,60.9,58.5,131.6,128.8,65.9,63.3,32.7,29.8,87.7,84.1,55.5,56.5,11.4,10.7,27.8,29.2,14,14.6,3.8,3.1,3.8,2.3,60.1,55,3.8,2.5
0.6350,0.6976,4072.1,13.24,6.17,1105.9,1838.3,2656.7,3936.7,0.369,0.3,3.8,3.4,65.9,62.7,47.7,44.7,60.9,58.5,131.6,128.8,65.9,63.3,32.7,29.8,87.8,84.1,55.5,56.5,11.4,10.7,27.8,29.2,14,14.6,3.8,3.1,3.8,2.3,60.1,55.1,3.8,2.5
0.6380,0.7017,4089.2,13.26,6.17,1105.9,1838.8,2656.7,3936.7,0.366,0.296,3.8,3.4,65.9,62.7,47.7,44.7,60.9,58.5,131.6,128.8,65.9,63.3,32.7,29.8,87.8,84.2,55.5,56.5,11.4,10.7,27.9,29.2,14,14.6,3.8,3.1,3.8,2.3,60.1,55.1,3.8,2.5
0.6410,0.7059,4105.4,13.28,6.17,1105.9,1839.3,2656.7,3936.7,0.364,0.292,3.8,3.4,65.9,62.7,47.7,44.7,60.9,58.6,131.6,128.8,65.9,63.3,32.7,29.8,87.8,84.2,55.5,56.5,11.4,10.7,27.9,29.2,14,14.6,3.8,3.1,3.8,2.3,60.2,55.1,3.8,2.5
0.6430,0.7087,4122.5,13.3,6.17,1105.9,1839.8,2656.7,3936.7,0.362,0.289,3.8,3.4,65.9,62.7,47.7,44.7,61,58.6,131.6,128.8,65.9,63.3,32.7,29.8,87.9,84.3,55.6,56.6,11.4,10.7,27.9,29.2,14,14.6,3.8,3.1,3.8,2.3,60.2,55.2,3.8,2.5
0.6460,0.7128,4138.7,13.32,6.17,1105.9,1840.3,2656.7,3936.7,0.359,0.285,3.8,3.4,65.9,62.7,47.7,44.7,61,58.7,131.6,128.8,65.9,63.3,32.7,29.8,87.9,84.3,55.6,56.6,11.4,10.7,27.9,29.2,14,14.4,3.8,3.1,3.8,2.3,60.2,55.2,3.8,2.5
0.6480,0.7155,4155.4,13.34,6.17,1105.9,1840.8,2656.7,3936.7,0.357,0.281,3.8,3.4,65.9,62.7,47.7,44.7,61,58.7,131.6,128.8,65.9,63.3,32.7,29.8,88,84.4,55.6,56.6,11.4,10.7,27.9,29.2,14,14.7,3.8,3.1,3.8,2.3,60.3,55.2,3.8,2.5
0.6510,0.7196,4172.4,13.38,6.17,1105.9,1841.3,2656.7,3936.7,0.354,0.277,3.8,3.4,65.9,62.7,47.7,44.7,61,58.7,131.6,128.8,65.9,63.3,32.7,29.8,88,84.4,55.6,56.6,11.4,10.7,27.9,29.2,14.1,14.7,3.8,3.1,3.8,2.3,60.3,55.2,3.8,2.5
0.6540,0.7237,4189.2,13.4,6.17,1105.9,1841.8,2656.7,3936.7,0.351,0.273,3.8,3.4,65.9,62.7,47.7,44.7,61.1,58.2,131.6,128.8,65.9,63.3,32.7,29.8,88.1,84.5,55.7,56.7,11.4,10.7,27.9,29.3,14.1,14.7,3.8,3.1,3.8,2.3,60.3,55.3,3.8,2.5
0.6560,0.7264,4205.6,13.42,6.17,1105.9,1842.3,2656.7,3936.7,0.349,0.269,3.8,3.4,65.9,62.7,47.7,44.7,61.1,58.6,131.6,128.8,65.9,63.3,32.7,29.8,88.1,84.5,55.7,56.7,11.4,10.7,27.9,29.3,14.1,14.7,3.8,3.1,3.8,2.3,60.4,55.3,3.8,2.5
0.6590,0.7305,4222.4,13.44,6.17,1105.9,1842.8,2656.7,3936.7,0.346,0.266,3.8,3.4,65.9,62.7,47.7,44.7,61.1,58.8,131.6,128.8,65.9,63.3,32.7,29.8,88.1,84.6,55.7,56.7,11.4,10.7,28,29.3,14.1,14.7,3.8,3.1,3.8,2.3,60.4,55.3,3.8,2.5
0.6620,0.7345,4239.1,13.46,6.17,1105.9,1843.3,2656.7,3936.7,0.343,0.262,3.8,3.4,65.9,62.7,47.7,44.7,61.2,58.9,131.6,128.8,65.9,63.3,32.7,29.8,88.2,84.6,55.7,56.7,11.4,10.7,28,29.3,14.1,14.7,3.8,3.1,3.8,2.3,60.4,55.4,3.8,2.5
0.6640,0.7372,4255.9,13.48,6.17,1105.9,1843.8,2656.7,3936.7,0.341,0.258,3.8,3.4,65.9,62.7,47.7,44.7,61.2,58.9,131.6,128.8,65.9,63.3,32.7,29.8,88.2,84.7,55.8,56.8,11.4,10.7,28,29,14.1,14.7,3.8,3.1,3.8,2.3,60.5,55.4,3.8,2.5
0.6670,0.7412,4272.2,13.5,6.17,1105.9,1844.3,2656.7,3936.7,0.335,0.254,3.8,3.4,65.9,62.7,47.7,44.7,61.3,59,131.6,128.8,65.9,63.3,32.7,29.8,88.3,84.8,55.8,56.8,11.4,10.7,28,29.1,14.1,14.7,3.8,3.1,3.8,2.3,60.5,55.5,3.8,2.5
0.6690,0.7438,4289.1,13.52,6.17,1105.9,1844.8,2656.7,3936.7,0.329,0.25,3.8,3.4,65.9,62.7,47.7,44.7,61.3,59.1,131.6,128.8,65.9,63.3,32.7,29.8,88.4,84.9,55.9,56.9,11.4,10.7,28,29.1,14.1,14.7,3.8,3.1,3.8,2.3,60.6,55.5,3.8,2.5
0.6720,0.7478,4305.8,13.54,6.17,1105.9,1845.3,2656.7,3936.7,0.323,0.246,3.8,3.4,65.9,62.7,47.7,44.7,61.4,59.2,131.6,128.8,65.9,63.3,32.7,29.8,88.5,85,56,57,11.4,10.7,28.1,29.1,14.1,14.8,3.8,3.1,3.8,2.3,60.7,55.6,3.8,2.5
0.6750,0.7518,4322.5,13.58,6.17,1105.9,1845.8,2656.7,3936.7,0.317,0.242,3.8,3.4,65.9,62.7,47.7,44.7,61.5,59.3,131.6,128.8,65.9,63.3,32.7,29.8,88.6,85.2,56,57.1,11.4,10.7,28.1,29.2,14.2,14.8,3.8,3.1,3.8,2.3,60.7,55.7,3.8,2.5
0.6770,0.7544,4339,13.6,6.17,1105.9,1846.3,2656.7,3936.7,0.311,0.239,3.8,3.4,65.9,62.7,47.7,44.7,61.6,59.4,131.6,128.8,65.9,63.3,32.7,29.8,88.8,85.3,56.1,57.1,11.4,10.7,28.2,29.2,14.2,14.8,3.8,3.1,3.8,2.3,60.8,55.7,3.8,2.5
0.6800,0.7583,4356,13.62,6.17,1105.9,1846.7,2656.7,3936.7,0.305,0.235,3.8,3.4,65.9,62.7,47.7,44.7,61.6,59.5,131.6,128.8,65.9,63.3,32.7,29.8,88.9,85.3,56.2,57.2,11.4,10.7,28.2,29.2,14.2,14.8,3.8,3.1,3.8,2.3,60.9,55.8,3.8,2.5
0.6820,0.7609,4372.4,13.64,6.17,1105.9,1847.2,2656.7,3936.7,0.299,0.231,3.8,3.4,65.9,62.7,47.7,44.7,61.7,59.6,131.6,128.8,65.9,63.3,32.7,29.8,89,85.4,56.2,57.3,11.4,10.7,28.2,29.3,14.2,14.8,3.8,3.1,3.8,2.3,60.9,55.9,3.8,2.5
0.6850,0.7648,4389.2,13.65,6.17,1105.9,1847.7,2656.7,3936.7,0.294,0.227,3.8,3.4,65.9,62.7,47.7,44.7,61.8,59.6,131.6,128.8,65.9,63.3,32.7,29.8,89.1,85.5,56.3,57.3,11.4,10.7,28.3,29.3,14.2,14.8,3.8,3.1,3.8,2.3,61,55.9,3.8,2.5
0.6880,0.7687,4405.7,13.67,6.17,1105.9,1848.2,2656.7,3936.7,0.288,0.223,3.8,3.4,65.9,62.7,47.7,44.7,61.8,59.7,131.6,128.8,65.9,63.3,32.7,29.8,89.2,85.6,56.4,57.4,11.4,10.7,28.3,29.3,14.2,14.8,3.8,3.1,3.8,2.3,61.1,56,3.8,2.5
0.6900,0.7713,4422.4,13.69,6.17,1105.9,1848.7,2656.7,3936.7,0.283,0.22,3.8,3.4,65.9,62.7,47.7,44.7,61.9,59.8,131.6,128.8,65.9,63.3,32.7,29.8,89.3,85.7,56.4,57.5,11.4,10.7,28.3,29.3,14.3,14.9,3.8,3.1,3.8,2.3,61.1,56,3.8,2.5
0.6930,0.7751,4439.3,13.71,6.17,1105.9,1849.1,2656.7,3936.7,0.277,0.216,3.8,3.4,65.9,62.7,47.7,44.7,62,59.9,131.6,128.8,65.9,63.3,32.7,29.8,89.3,85.8,56.5,57.5,11.4,10.7,28.3,29.4,14.3,14.9,3.8,3.1,3.8,2.3,61.2,56.1,3.8,2.5
0.6950,0.7777,4455.9,13.73,6.17,1105.9,1849.6,2656.7,3936.7,0.272,0.212,3.8,3.4,65.9,62.7,47.7,44.7,62,60,131.6,128.8,65.9,63.3,32.7,29.8,89.4,85.9,56.6,57.6,11.4,10.7,28.4,29.4,14.3,14.9,3.8,3.1,3.8,2.3,61.2,56.2,3.8,2.5
0.6980,0.7815,4472.5,13.74,6.17,1105.9,1850.1,2656.7,3936.7,0.267,0.208,3.8,3.4,65.9,62.7,47.7,44.7,62.1,60.1,131.6,128.8,65.9,63.3,32.7,29.8,89.5,86,56.6,57.7,11.4,10.7,28.4,29.4,14.3,14.9,3.8,3.1,3.8,2.3,61.3,56.2,3.8,2.5
0.7010,0.7853,4489.2,13.78,6.17,1105.9,1850.6,2656.7,3936.7,0.262,0.204,3.8,3.4,65.9,62.7,47.7,44.7,62.2,60.1,131.6,128.8,65.9,63.3,32.7,29.8,89.6,86.1,56.7,57.7,11.4,10.7,28.4,29.5,14.3,14.9,3.8,3.1,3.8,2.3,61.4,56.3,3.8,2.5
0.7030,0.7878,4506.2,13.8,6.17,1105.9,1851.1,2656.7,3936.7,0.256,0.201,3.8,3.4,65.9,62.7,47.7,44.7,62.2,60.2,131.6,128.8,65.9,63.3,32.7,29.8,89.7,86.2,56.8,57.8,11.4,10.7,28.5,29.5,14.3,14.9,3.8,3.1,3.8,2.3,61.4,56.3,3.8,2.5
0.7060,0.7915,4522.6,13.81,6.17,1105.9,1851.5,2656.7,3936.7,0.251,0.197,3.8,3.4,65.9,62.7,47.7,44.7,62.3,60.3,131.6,128.8,65.9,63.3,32.7,29.8,89.8,86.4,56.8,57.8,11.4,10.7,28.5,29.5,14.3,15,3.8,3.1,3.8,2.3,61.5,56.4,3.8,2.5
0.7080,0.7940,4539.2,13.83,6.17,1105.9,1852,2656.7,3936.7,0.246,0.193,3.8,3.4,65.9,62.7,47.7,44.7,62.4,60.4,131.6,128.8,65.9,63.3,32.7,29.8,89.9,86.4,56.9,57.9,11.4,10.7,28.5,29.6,14.4,15,3.8,3.1,3.8,2.3,61.5,56.5,3.8,2.5
0.7110,0.7977,4556,13.85,6.17,1105.9,1852.5,2656.7,3936.7,0.242,0.189,3.8,3.4,65.9,62.7,47.7,44.7,62.4,60.4,131.6,128.8,65.9,63.3,32.7,29.8,90,86.5,56.9,58,11.4,10.7,28.6,29.6,14.4,15,3.8,3.1,3.8,2.3,61.6,56.5,3.8,2.5
0.7140,0.8014,4572.6,13.86,6.17,1105.9,1852.9,2656.7,3936.7,0.237,0.186,3.9,3.4,65.9,62.7,47.7,44.7,62.5,60.5,131.6,128.8,65.9,63.3,32.7,29.8,90.1,86.6,57,57.9,11.4,10.7,28.6,29.6,14.4,15,3.9,3.1,3.9,2.3,61.7,56.6,3.9,2.5
0.7160,0.8038,4589.3,13.88,6.17,1105.9,1853.4,2656.7,3936.7,0.232,0.182,3.9,3.4,65.9,62.7,47.7,44.7,62.5,60.6,131.6,128.8,65.9,63.3,32.7,29.8,90.2,86.7,57,58,11.4,10.7,28.6,29.6,14.4,15,3.9,3.1,3.9,2.3,61.7,56.6,3.9,2.5
0.7190,0.8075,4606.1,13.2,6.17,1105.9,1853.9,2656.7,3936.7,0.199,0.178,3.9,3.4,65.9,62.7,47.7,44.7,62.9,60,131.6,128.8,65.9,63.3,32.7,29.8,90.7,86.7,57.4,58.4,11.4,10.7,28.8,30,14.5,15.3,3.9,3.1,3.9,2.3,62.1,57,3.9,2.4
0.7210,0.8099,4622.8,13.21,6.17,1105.9,1854.3,2656.7,3936.7,0.196,0.175,3.9,3.4,65.9,62.7,47.7,44.7,63,60.1,131.6,128.8,65.9,63.3,32.7,29.8,90.8,86.7,57.5,58.5,11.4,10.7,28.8,30,14.5,15.3,3.9,3.1,3.9,2.3,62.1,57,3.9,2.4
0.7240,0.8135,4639.3,13.23,6.17,1105.9,1854.8,2656.7,3936.7,0.192,0.171,3.9,3.4,65.9,62.7,47.7,44.7,63,60.2,131.6,128.8,65.9,63.3,32.7,29.8,90.9,86.8,57.5,58.5,11.4,10.7,28.9,30.1,14.5,15.3,3.9,3.1,3.9,2.3,62.2,57.1,3.9,2.4
0.7270,0.8171,4655.9,13.24,6.17,1105.9,1855.2,2656.7,3936.7,0.188,0.168,3.9,3.4,65.9,62.7,47.7,44.7,63.1,60.2,131.6,128.8,65.9,63.3,32.7,29.8,90.9,86.9,57.6,58.6,11.4,10.7,28.9,30.1,14.5,15.3,3.9,3.1,3.9,2.3,62.2,57.1,3.9,2.4
0.7290,0.8195,4672.8,13.25,6.17,1105.9,1855.7,2656.7,3936.7,0.184,0.164,3.9,3.4,65.9,62.7,47.7,44.7,63.1,60.3,131.6,128.8,65.9,63.3,32.7,29.8,91,87,57.6,58.6,11.4,10.7,28.9,30.1,14.5,15.3,3.9,3.1,3.9,2.3,62.3,57.2,3.9,2.4
0.7320,0.8230,4689.3,13.27,6.17,1105.9,1856.1,2656.7,3936.7,0.18,0.16,3.9,3.4,65.9,62.7,47.7,44.7,63.2,60.3,131.6,128.8,65.9,63.3,32.7,29.8,91.1,87,57.7,58.7,11.4,10.7,28.9,30.1,14.5,15.3,3.9,3.1,3.9,2.3,62.3,57.2,3.9,2.4
0.7340,0.8254,4706,13.28,6.17,1105.9,1856.6,2656.7,3936.7,0.177,0.157,3.9,3.4,65.9,62.7,47.7,44.7,63.2,60.4,131.6,128.8,65.9,63.3,32.7,29.8,91.1,87.1,57.7,58.7,11.4,10.7,28.9,30.2,14.6,15.3,3.9,3.1,3.9,2.3,62.4,57.2,3.9,2.4
0.7370,0.8289,4723,13.3,6.17,1105.9,1857,2656.7,3936.7,0.173,0.154,3.9,3.4,65.9,62.7,47.7,44.7,63.3,60.4,131.6,128.8,65.9,63.3,32.7,29.8,91.2,87.2,57.8,58.8,11.4,10.7,29,30.2,14.6,15.4,3.9,3.1,3.9,2.3,62.4,57.3,3.9,2.4
0.7400,0.8324,4739.5,13.31,6.17,1105.9,1857.5,2656.7,3936.7,0.169,0.15,3.9,3.4,65.9,62.7,47.7,44.7,63.3,60.5,131.6,128.8,65.9,63.3,32.7,29.8,91.3,87.2,57.8,58.8,11.4,10.7,29,30.2,14.6,15.4,3.9,3.1,3.9,2.3,62.5,57.3,3.9,2.4
0.7420,0.8347,4756.2,13.32,6.17,1105.9,1857.9,2656.7,3936.7,0.166,0.147,3.9,3.4,65.9,62.7,47.7,44.7,63.4,60.5,131.6,128.8,65.9,63.3,32.7,29.8,91.3,87.3,57.8,58.9,11.4,10.7,29,30.2,14.6,15.4,3.9,3.1,3.9,2.3,62.5,57.4,3.9,2.4
0.7450,0.8381,4772.8,13.33,6.17,1105.9,1858.4,2656.7,3936.7,0.162,0.143,3.9,3.4,65.9,62.7,47.7,44.7,63.4,60.4,131.6,128.8,65.9,63.3,32.7,29.8,91.4,87.4,57.9,58.9,11.4,10.7,29,30,14.6,15.4,3.9,3.1,3.9,2.3,62.6,57.4,3.9,2.4
0.7480,0.8415,4789.5,13.37,6.17,1105.9,1858.8,2656.7,3936.7,0.158,0.14,3.9,3.4,65.9,62.7,47.7,44.7,63.5,60.4,131.6,128.8,65.9,63.3,32.7,29.8,91.5,87.4,57.9,58.9,11.4,10.7,29,30.3,14.6,15.4,3.9,3.1,3.9,2.3,62.6,57.5,3.9,2.4
0.7500,0.8438,4806.4,13.38,6.17,1105.9,1859.2,2656.7,3936.7,0.155,0.137,3.9,3.4,65.9,62.7,47.7,44.7,63.5,60.5,131.6,128.8,65.9,63.3,32.7,29.8,91.5,87.5,58,59,11.4,10.7,29.1,30.3,14.6,15.4,3.9,3.1,3.9,2.3,62.7,57.5,3.9,2.4
0.7530,0.8471,4822.8,13.39,6.17,1105.9,1859.7,2656.7,3936.7,0.151,0.133,3.9,3.4,65.9,62.7,47.7,44.7,63.5,60.5,131.6,128.8,65.9,63.3,32.7,29.8,91.6,87.6,58,59,11.4,10.7,29.1,30.3,14.6,15.4,3.9,3.1,3.9,2.3,62.7,57.5,3.9,2.4
0.7550,0.8493,4839.5,13.4,6.17,1105.9,1860.1,2656.7,3936.7,0.148,0.13,3.9,3.4,65.9,62.7,47.7,44.7,63.6,60.5,131.6,128.8,65.9,63.3,32.7,29.8,91.7,87.6,58,59.1,11.4,10.7,29.1,30.4,14.6,15.4,3.9,3.1,3.9,2.3,62.7,57.6,3.9,2.4
0.7580,0.8527,4856.3,13.42,6.17,1105.9,1860.5,2656.7,3936.7,0.144,0.127,3.9,3.4,65.9,62.7,47.7,44.7,63.6,60.6,131.6,128.8,65.9,63.3,32.7,29.8,91.7,87.7,58.1,59.1,11.4,10.7,29.1,30.4,14.7,15.5,3.9,3.1,3.9,2.3,62.8,57.6,3.9,2.4
0.7610,0.8559,4872.7,13.43,6.17,1105.9,1861,2656.7,3936.7,0.141,0.124,3.9,3.4,65.9,62.7,47.7,44.7,63.7,60.6,131.6,128.8,65.9,63.3,32.7,29.8,91.8,87.8,58.1,59.2,11.4,10.7,29.2,30.4,14.7,15.5,3.9,3.1,3.9,2.3,62.8,57.7,3.9,2.4
0.7630,0.8581,4889.8,13.42,6.17,1105.9,1861.4,2656.7,3936.7,0.137,0.12,3.9,3.4,65.9,62.7,47.7,44.7,63.7,60.7,131.6,128.8,65.9,63.3,32.7,29.8,91.9,87.8,58.2,59.2,11.4,10.7,29.2,30.4,14.7,15.5,3.9,3.1,3.9,2.3,62.9,57.7,3.9,2.4
0.7660,0.8614,4906.2,13.45,6.17,1105.9,1861.8,2656.7,3936.7,0.134,0.117,3.9,3.4,65.9,62.7,47.7,44.7,63.8,60.7,131.6,128.8,65.9,63.3,32.7,29.8,91.9,87.9,58.2,59.2,11.4,10.7,29.2,30.4,14.7,15.5,3.9,3.1,3.9,2.3,62.9,57.8,3.9,2.4
0.7680,0.8635,4923,13.44,6.17,1105.9,1862.2,2656.7,3936.7,0.13,0.114,3.9,3.4,65.9,62.7,47.7,44.7,63.8,60.8,131.6,128.8,65.9,63.3,32.7,29.8,92,88,58.2,59.3,11.4,10.7,29.2,30.5,14.7,15.5,3.9,3.1,3.9,2.3,63,57.8,3.9,2.4
0.7710,0.8667,4939.6,13.46,6.17,1105.9,1862.7,2656.7,3936.7,0.127,0.111,3.9,3.4,65.9,62.7,47.7,44.7,63.8,60.8,131.6,128.8,65.9,63.3,32.7,29.8,92.1,88,58.3,59.3,11.4,10.7,29.2,30.5,14.7,15.5,3.9,3.1,3.9,2.3,63,57.8,3.9,2.4
0.7740,0.8699,4956.4,13.47,6.17,1105.9,1863.1,2656.7,3936.7,0.124,0.108,3.9,3.4,65.9,62.7,47.7,44.7,63.9,60.8,131.6,128.8,65.9,63.3,32.7,29.8,92.1,88.1,58.3,59.4,11.4,10.7,29.3,30.5,14.7,15.5,3.9,3.1,3.9,2.3,63,57.9,3.9,2.4
0.7760,0.8720,4973,13.48,6.17,1105.9,1863.5,2656.7,3936.7,0.12,0.105,3.9,3.4,65.9,62.7,47.7,44.7,63.9,60.9,131.6,128.8,65.9,63.3,32.7,29.8,92.2,88.1,58.4,59.4,11.4,10.7,29.3,30.5,14.7,15.5,3.9,3.1,3.9,2.3,63.1,57.9,3.9,2.4
0.7790,0.8751,4989.6,13.49,6.17,1105.9,1863.9,2656.7,3936.7,0.117,0.102,3.9,3.4,65.9,62.7,47.7,44.7,64,60.9,131.6,128.8,65.9,63.3,32.7,29.8,92.2,88.2,58.4,59.4,11.4,10.7,29.3,30.5,14.7,15.6,3.9,3.1,3.9,2.3,63.1,57.9,3.9,2.4
0.7810,0.8771,5006.2,13.5,6.17,1105.9,1864.3,2656.7,3936.7,0.114,0.099,3.9,3.4,65.9,62.7,47.7,44.7,64,61,131.6,128.8,65.9,63.3,32.7,29.8,92.3,88.3,58.4,59.5,11.4,10.7,29.3,30.6,14.7,15.6,3.9,3.1,3.9,2.2,63.2,58,3.9,2.4
0.7840,0.8802,5023.2,13.51,6.17,1105.9,1864.7,2656.7,3936.7,0.111,0.096,3.9,3.4,65.9,62.7,47.7,44.7,64.1,61,131.6,128.8,65.9,63.3,32.7,29.8,92.3,88.3,58.5,59.5,11.4,10.7,29.3,30.6,14.8,15.6,3.9,3.1,3.9,2.2,63.2,58,3.9,2.4
