pr,ease,t_ms,seamI_deg,seamO_deg,inner_rMin,inner_rMax,outer_rMin,outer_rMax,inbox_arcFrac,inbox_alphaFrac,thread_arc,thread_noteArc,anchor-sketch_arc,anchor-sketch_noteArc,keystone_arc,keystone_noteArc,cinder-query_arc,cinder-query_noteArc,spec_arc,spec_noteArc,isthmus_arc,isthmus_noteArc,cinder-plan_arc,cinder-plan_noteArc,jigsaw_arc,jigsaw_noteArc,impost_arc,impost_noteArc,anchor-query_arc,anchor-query_noteArc,beacon-memo_arc,beacon-memo_noteArc,dado_arc,dado_noteArc,anchor-plan_arc,anchor-plan_noteArc,gantry_arc,gantry_noteArc,yoke_arc,yoke_noteArc,(untagged)_arc,(untagged)_noteArc,anchor-memo_arc,anchor-memo_noteArc,ferrule_arc,ferrule_noteArc,transom_arc,transom_noteArc,archive_arc,archive_noteArc,anchor-log_arc,anchor-log_noteArc,beacon-log_arc,beacon-log_noteArc,parapet_arc,parapet_noteArc,cadence_arc,cadence_noteArc,louver_arc,louver_noteArc,anchor-index_arc,anchor-index_noteArc,ballast_arc,ballast_noteArc,hasp_arc,hasp_noteArc,anchor-guide_arc,anchor-guide_noteArc,beacon-index_arc,beacon-index_noteArc,dowel_arc,dowel_noteArc,cinder-log_arc,cinder-log_noteArc,eaves_arc,eaves_noteArc,cinder-index_arc,cinder-index_noteArc,dovetail_arc,dovetail_noteArc,cinder-guide_arc,cinder-guide_noteArc,cinder-field_arc,cinder-field_noteArc,abacus_arc,abacus_noteArc,cinder-draft_arc,cinder-draft_noteArc,beacon-guide_arc,beacon-guide_noteArc,cinder-brief_arc,cinder-brief_noteArc,review_arc,review_noteArc,anchor-field_arc,anchor-field_noteArc,beacon-trace_arc,beacon-trace_noteArc,beacon-field_arc,beacon-field_noteArc,beacon-sketch_arc,beacon-sketch_noteArc,inlay_arc,inlay_noteArc,anchor-draft_arc,anchor-draft_noteArc,beacon-brief_arc,beacon-brief_noteArc,rafter_arc,rafter_noteArc,eyelet_arc,eyelet_noteArc,beacon-query_arc,beacon-query_noteArc,wicket_arc,wicket_noteArc,anchor-trace_arc,anchor-trace_noteArc,nacelle_arc,nacelle_noteArc,reveal_arc,reveal_noteArc,beacon-plan_arc,beacon-plan_noteArc,nosing_arc,nosing_noteArc,jamb_arc,jamb_noteArc,embrasure_arc,embrasure_noteArc,halyard_arc,halyard_noteArc,apse_arc,apse_noteArc,uprise_arc,uprise_noteArc,quoin_arc,quoin_noteArc,mullion_arc,mullion_noteArc,inglenook_arc,inglenook_noteArc,escarp_arc,escarp_noteArc,alcove_arc,alcove_noteArc,wainscot_arc,wainscot_noteArc,beacon-draft_arc,beacon-draft_noteArc,tiller_arc,tiller_noteArc,gusset_arc,gusset_noteArc,anchor-brief_arc,anchor-brief_noteArc,quarry_arc,quarry_noteArc,cupola_arc,cupola_noteArc,plinth_arc,plinth_noteArc,undercroft_arc,undercroft_noteArc,mortise_arc,mortise_noteArc,pilaster_arc,pilaster_noteArc,lintel_arc,lintel_noteArc,lancet_arc,lancet_noteArc,gable_arc,gable_noteArc,corbel_arc,corbel_noteArc,weir_arc,weir_noteArc,soffit_arc,soffit_noteArc,oriel_arc,oriel_noteArc,kerf_arc,kerf_noteArc,grommet_arc,grommet_noteArc,cistern_arc,cistern_noteArc,yardarm_arc,yardarm_noteArc,undertow_arc,undertow_noteArc,knurl_arc,knurl_noteArc,spandrel_arc,spandrel_noteArc,fascia_arc,fascia_noteArc,zinc_arc,zinc_noteArc,obelisk_arc,obelisk_noteArc,tracery_arc,tracery_noteArc,ogee_arc,ogee_noteArc,keel_arc,keel_noteArc,finial_arc,finial_noteArc,buttress_arc,buttress_noteArc,valance_arc,valance_noteArc,rebate_arc,rebate_noteArc,newel_arc,newel_noteArc,joist_arc,joist_noteArc,flange_arc,flange_noteArc,brazier_arc,brazier_noteArc,xylem_arc,xylem_noteArc,hinge_arc,hinge_noteArc,dormer_arc,dormer_noteArc,verge_arc,verge_noteArc,quirk_arc,quirk_noteArc,muntin_arc,muntin_noteArc,zephyr_arc,zephyr_noteArc,vellum_arc,vellum_noteArc,delta-draft_arc,delta-draft_noteArc,delta-brief_arc,delta-brief_noteArc,cinder-trace_arc,cinder-trace_noteArc,cinder-sketch_arc,cinder-sketch_noteArc,cinder-memo_arc,cinder-memo_noteArc
0.8200,0.9145,5250.3,93.5,1.68,1052.2,1756.7,2728.8,3726.7,0.581,0.131,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,29,26.6,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,61.5,58.8,3.3,1.7,2.6,1.7,1.2,1.2,38.7,36.4,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,48.5,46.1,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.8230,0.9171,5266.8,93.5,1.68,1052.2,1756.7,2731.7,3732.2,0.576,0.128,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,29.2,26.8,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,61.9,59.2,3.3,1.7,2.6,1.7,1.2,1.2,39,36.7,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,48.8,46.4,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.8260,0.9197,5283.4,93.5,1.68,1052.2,1756.7,2734.6,3737.8,0.572,0.125,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,29.4,27,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,62.4,59.9,3.3,1.7,2.6,1.7,1.2,1.2,39.3,37,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,49.2,46.8,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.8280,0.9214,5302.6,93.5,1.68,1052.2,1756.7,2737.7,3743.6,0.568,0.122,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,29.6,27.3,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,62.8,60.4,3.3,1.7,2.6,1.7,1.2,1.2,39.6,37.3,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,49.5,47.1,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.8310,0.9240,5320.4,93.5,1.68,1052.2,1756.7,2740.9,3749.6,0.562,0.119,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,29.9,27.5,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,63.3,60.9,3.3,1.7,2.6,1.7,1.2,1.2,39.9,37.6,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,50,47.5,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.8340,0.9265,5333.6,93.5,1.67,1052.2,1756.7,2744.3,3755.7,0.557,0.115,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,30.1,27.7,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,63.8,61.4,3.3,1.7,2.6,1.7,1.2,1.2,40.2,37.4,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,50.4,47.9,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.8360,0.9281,5349.2,93.5,1.67,1052.2,1756.7,2747.4,3761.5,0.554,0.113,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,30.3,27.9,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,64.2,61.8,3.3,1.7,2.6,1.7,1.2,1.2,40.5,37.9,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,50.7,48.2,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.8380,0.9298,5365.9,93.5,1.67,1052.2,1756.7,2750.6,3767.3,0.549,0.11,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,30.5,28.1,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,64.7,62.2,3.3,1.7,2.6,1.7,1.2,1.2,40.8,38.4,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,51,48.6,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.8410,0.9322,5383.6,93.5,1.67,1052.2,1756.7,2753.7,3773.1,0.545,0.107,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,30.8,28.3,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,65.2,62.7,3.3,1.7,2.6,1.7,1.2,1.2,41.1,38.7,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,51.4,49,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.8440,0.9346,5399.2,93.5,1.67,1052.2,1756.7,2757,3778.9,0.539,0.104,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,31,28.6,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,65.7,63.2,3.3,1.7,2.6,1.7,1.2,1.2,41.4,39.1,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,51.8,49.4,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.8460,0.9362,5415.9,93.5,1.67,1052.2,1756.7,2760.2,3784.7,0.535,0.101,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,31.2,28.8,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,66.2,63.4,3.3,1.7,2.6,1.7,1.2,1.2,41.7,39.4,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,52.2,49.7,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
